pid,first_name,last_name,position,birth_date
8481712,Matěj ,Blümel,R,2000-05-31
8481715,Hunter,Skinner,D,2001-04-29
8481716,Dmitri,Voronkov,L,2000-09-10
8481719,Max,Crozier,D,2000-04-19
8481720,Nick,Abruzzese,C,1999-06-04
8481721,Arseny,Gritsyuk,R,2001-03-15
8481725,Elmer,Soderblom,L,2001-07-05
8481726,Adam,Edstrom,C,2000-10-12
8481732,Andre,Lee,L,2000-07-26
8481737,Matt,Stienburg,C,2000-10-07
8481740,Tyce,Thompson,R,1999-07-12
8481743,Marc,Del Gaizo,D,1999-10-11
8481751,Lukas,Rousek,R,1999-04-20
8481754,Nikita,Nesterenko,C,2001-09-10
8481789,Tye,Kartye,L,2001-04-30
8481806,Louis,Crevier,D,2001-05-04
8481812,Nikolai,Knyzhov,D,1998-03-20
8481815,Bryce,Kindopp,R,1999-06-14
8481827,Ben,McCartney,L,2001-07-13
8481848,Jacob,Gaucher,C,2001-03-09
8481849,Zack,Hayes,D,1999-04-24
8482055,Drew,O'Connor,L,1998-06-09
8482061,Brandon,Biro,L,1998-03-11
8482062,Cole,Smith,R,1995-10-28
8482067,Connor,Mackey,D,1996-09-12
8482070,Mitchell,Chaffee,R,1998-01-26
8482072,Jack,Ahcan,D,1997-05-18
8482073,Braden,Schneider,D,2001-09-20
8482074,Connor,Zary,C,2001-09-25
8482076,Nico,Daws,G,2000-12-22
8482077,Dylan,Holloway,L,2001-09-23
8482078,Lucas,Raymond,L,2002-03-28
8482079,Marco,Rossi,C,2001-09-23
8482081,Sean,Farrell,C,2001-11-02
8482087,Kaiden,Guhle,D,2002-01-18
8482088,Justin,Sourdif,C,2002-03-24
8482089,Jake,Neighbours,L,2002-03-29
8482090,Jack,Finley,C,2002-09-02
8482092,Ridly,Greig,C,2002-08-08
8482093,Seth,Jarvis,C,2002-02-01
8482094,Daemon,Hunt,D,2002-05-15
8482095,Tyler,Kleven,D,2002-01-10
8482097,Jack,Quinn,R,2001-09-19
8482100,Alexander,Nikishin,D,2001-10-02
8482101,Danil,Gushchin,L,2002-02-06
8482102,Vasily,Ponomarev,C,2002-03-13
8482103,Ozzy,Wiesblatt,C,2002-03-09
8482105,Jake,Sanderson,D,2002-07-08
8482107,Mike,Benning,D,2002-01-05
8482109,Alexis,Lafrenière,L,2001-10-11
8482110,Dawson,Mercer,C,2001-10-27
8482111,Justin,Barron,D,2001-11-15
8482113,Anton,Lundell,C,2001-10-03
8482116,Tim,Stützle,C,2002-01-15
8482117,Lukas,Reichel,L,2002-05-17
8482118,Sam,Colangelo,R,2001-12-26
8482122,Brock,Faber,D,2002-08-22
8482123,Drew,Commesso,G,2002-07-19
8482124,Quinton,Byfield,R,2002-08-19
8482125,Alexander,Holtz,R,2002-01-23
8482126,Emil,Andrae,D,2002-02-23
8482131,Donovan,Sebrango,D,2002-01-12
8482132,Brett,Berard,L,2002-09-09
8482133,Thomas,Bordeleau,C,2002-01-03
8482137,Yaroslav,Askarov,G,2002-06-16
8482141,Lukas,Cormier,D,2002-03-27
8482142,Jamie,Drysdale,D,2002-04-08
8482144,Jack,Thompson,D,2002-03-19
8482145,Mavrik,Bourque,C,2002-01-08
8482146,Luke,Evangelista,R,2002-02-21
8482147,Jean-Luc,Foudy,C,2002-05-13
8482148,Hendrix,Lapierre,C,2002-02-09
8482149,Cole,Perfetti,C,2002-01-01
8482150,Jacob,Perreault,R,2002-04-15
8482153,Brendan,Brisson,C,2001-10-22
8482155,Alex,Laferriere,R,2001-10-28
8482157,Will,Cuylle,L,2002-02-05
8482159,Tyson,Foerster,R,2002-01-18
8482162,Roby,Jarventie,L,2002-08-08
8482165,Yan,Kuznetsov,D,2002-03-09
8482166,Shakir,Mukhamadullin,D,2002-01-10
8482167,Bogdan,Trineyev,R,2002-03-04
8482168,Maxim,Groshev,D,2001-12-14
8482169,Helge,Grans,D,2002-05-10
8482172,Landon,Slaggert,L,2002-06-25
8482174,William,Villeneuve,D,2002-03-20
8482175,JJ,Peterka,R,2002-01-14
8482176,Wyatt,Kaiser,D,2002-07-31
8482177,Marat,Khusnutdinov,C,2002-07-17
8482178,Ian,Moore,D,2002-01-04
8482179,Justin,Richards,C,1998-03-17
8482181,Tristen,Robins,C,2001-11-15
8482187,Ronan,Seeley,D,2002-08-02
8482192,Isaak,Phillips,D,2001-09-28
8482193,Dylan,Garand,G,2002-06-07
8482197,Adam,Raska,R,2001-09-25
8482201,Gage,Goncalves,C,2001-01-16
8482206,Ethan,Cardwell,R,2002-08-30
8482207,William,Dufour,R,2002-01-28
8482209,Rory,Kerins,C,2002-04-12
8482213,Riley,Duran,C,2002-01-25
8482221,Devon,Levi,G,2001-12-27
8482222,Alexander,Barabanov,L,1994-06-17
8482241,Radim,Zohorna,L,1996-04-29
8482243,Linus,Sandin,R,1996-05-19
8482245,Artem,Zub,D,1995-10-03
8482250,Callahan,Burke,C,1997-03-19
8482259,Bobby,McMann,C,1996-06-15
8482399,Billy,Sweezey,D,1996-02-06
8482408,Jeff,Malott,L,1996-08-07
8482411,Hunter,Shepard,G,1995-11-07
8482445,Devin,Cooley,G,1997-05-25
8482446,Joel,Blomqvist,G,2002-01-10
8482447,Leevi,Meriläinen,G,2002-08-13
8482448,Samuel,Knazko,D,2002-08-07
8482451,Mikael,Pyyhtia,L,2001-12-17
8482452,Elliot,Desnoyers,L,2002-01-21
8482460,Matt,Rempe,C,2002-06-29
8482470,Ilya,Solovyov,D,2000-07-20
8482475,Egor,Chinakhov,R,2001-02-01
8482476,Emil,Heineman,L,2001-11-16
8482479,Trevor,Kuntar,C,2001-06-20
8482482,Adam,Wilsby,D,2000-08-07
8482487,Jakub,Dobes,G,2001-05-27
8482496,Nils,Aman,C,2000-02-07
8482507,Chase,Bradley,L,2002-01-09
8482511,Mason,Lohrei,D,2001-01-17
8482515,Artur,Akhtyamov,G,2001-10-31
8482516,Matthew,Kessel,D,2000-06-23
8482525,Ryan,Tverberg,C,2002-01-30
8482623,Josh,Dunne,C,1998-12-08
8482624,Daniil,Miromanov,D,1997-07-11
8482634,Alex,Steeves,C,1999-12-10
8482635,Mike,Hardman,L,1999-02-05
8482641,Matt,Kiersted,D,1998-04-14
8482652,Walker,Duehr,R,1997-11-23
8482654,Jackson,Cates,C,1997-09-26
8482655,J.J.,Moser,D,2000-06-06
8482657,Sebastian,Cossa,G,2002-11-21
8482659,Josh,Doan,R,2002-02-01
8482660,Kent,Johnson,C,2002-10-18
8482661,Jesper,Wallstedt,G,2002-11-14
8482663,Dylan,Duke,L,2003-03-04
8482665,Matty,Beniers,C,2002-11-05
8482666,Scott,Morrow,D,2002-11-01
8482667,William,Eklund,L,2002-10-12
8482668,Tristan,Lennox,G,2002-10-21
8482671,Owen,Power,D,2002-11-22
8482673,Xavier,Bourgault,R,2002-10-22
8482679,Matt,Coronato,R,2002-11-14
8482684,Luke,Hughes,D,2003-09-09
8482691,Aatu,Räty,C,2002-11-14
8482698,Tristan,Broz,C,2002-10-10
8482699,Dylan,Guenther,R,2003-04-10
8482700,Nolan,Allan,D,2003-04-28
8482702,Logan,Stankoven,C,2003-02-26
8482703,Colton,Dach,C,2003-01-04
8482705,Cole,Sillinger,C,2003-05-16
8482711,Stanislav,Svozil,D,2003-01-17
8482712,Oskar,Olausson,R,2002-11-10
8482713,Mackie,Samoskevich,R,2002-11-15
8482715,Ryan,Ufko,D,2003-05-07
8482720,Matthew,Knies,L,2002-10-17
8482726,Samuel,Helenius,C,2002-11-26
8482730,Brandt,Clarke,D,2003-02-09
8482731,Tyson,Hinds,D,2003-03-12
8482733,Logan,Mailloux,D,2003-04-15
8482737,Zachary,Bolduc,R,2003-02-24
8482740,Wyatt,Johnston,C,2003-05-14
8482742,Zachary,L'Heureux,L,2003-05-15
8482744,James,Malatesta,L,2003-05-31
8482745,Mason,McTavish,C,2003-01-30
8482747,Brennan,Othmann,L,2003-01-05
8482749,Joshua,Roy,R,2003-08-06
8482751,Ryan,Winterton,C,2003-09-04
8482758,Ville,Koivunen,R,2003-06-13
8482761,Carl,Lindbom,G,2003-05-20
8482762,Simon,Edvinsson,D,2003-02-05
8482763,Fabian,Lysell,R,2003-01-19
8482765,Isak,Rosen,R,2003-03-15
8482766,William,Stromgren,L,2003-06-07
8482768,Fedor,Svechkov,C,2003-04-05
8482775,Oliver,Kapanen,C,2003-07-29
8482781,Carson,Lambos,D,2003-01-14
8482783,Aleksei,Kolosov,G,2002-01-04
8482784,Zach,Dean,C,2003-01-04
8482785,Justin,Robidas,C,2003-03-13
8482787,Nikita,Chibrikov,R,2003-02-16
8482802,Carter,Mazur,L,2002-03-28
8482803,Olen,Zellweger,D,2003-09-10
8482804,Ty,Murchison,D,2003-02-02
8482807,Ethan,Del Mastro,D,2003-01-15
8482809,Jackson,Blake,R,2003-08-03
8482815,Kirill,Semyonov,C,1994-10-27
8482821,Arvid,Soderblom,G,1999-08-19
8482824,Nick,Cicek,D,2000-05-29
8482829,Michael,Milne,L,2002-09-21
8482834,Jesper,Froden,R,1994-09-21
8482858,Ryker,Evans,D,2001-12-13
8482859,Zack,Ostapchuk,C,2003-05-29
8482861,Vincent,Iorio,D,2002-11-14
8482866,Ville,Ottavainen,D,2002-08-12
8482873,Topias,Vilen,D,2003-04-01
8482874,Jacob,Melanson,R,2003-04-22
8482877,Jaroslav,Chmelar,R,2003-07-20
8482896,Tyson,Kozak,C,2002-12-29
8482911,Joel,Nystrom,D,2002-05-14
8482929,Emil,Lilleberg,D,2001-02-02
8482941,Shane,Lachance,L,2003-08-30
8482947,Zakhar,Bardakov,C,2001-02-24
8482949,Arsenii,Sergeev,G,2002-12-16
8482953,Taylor,Makar,L,2001-03-13
8482964,Arber,Xhekaj,D,2001-01-30
8482982,Jet,Greaves,G,2001-03-30
8482993,Avery,Hayes,R,2002-10-10
8483012,Logan,Morrison,C,2002-07-09
8483017,Frederic,Brunet,D,2003-08-21
8483039,Tristen,Nielsen,C,2000-02-23
8483045,Cameron,Butler,R,2002-06-09
8483114,Thomas,Milic,G,2003-04-14
8483158,Matthew,Berlin,G,1998-01-20
8483183,Jett,Alexander,G,1999-11-08
8483395,Arshdeep,Bains,L,2001-01-09
8483397,Marc,McLaughlin,C,1999-07-26
8483398,Declan,Carlile,D,2000-05-18
8483401,Marc,Johnstone,R,1996-06-19
8483406,Taylor,Ward,R,1998-03-31
8483407,Brandon,Scanlin,D,1999-06-02
8483424,Owen,Beck,C,2004-02-03
8483425,Lian,Bichsel,D,2004-05-18
8483429,Seamus,Casey,D,2004-01-08
8483431,Logan,Cooley,C,2004-05-04
8483432,Luca,Del Bel Belluz,C,2003-11-10
8483433,Jack,Devine,R,2003-10-01
8483435,Jorian,Donovan,D,2004-04-05
8483444,Nathan,Gaucher,C,2003-11-06
8483445,Cutter,Gauthier,L,2004-01-19
8483447,Conor,Geekie,C,2004-05-05
8483448,Isaiah,George,D,2004-02-15
8483450,Ryan,Greene,C,2003-10-21
8483452,Hunter,Haight,C,2004-04-04
8483455,Isaac,Howard,L,2004-03-30
8483457,Lane,Hutson,D,2004-02-14
8483460,David,Jiricek,D,2003-11-28
8483461,Devin,Kaplan,R,2004-01-10
8483463,Aleksanteri,Kaskimaki,C,2004-02-06
8483464,Marco,Kasper,C,2004-04-08
8483465,Joakim,Kemell,R,2004-04-27
8483466,Kevin,Korchinski,D,2004-06-21
8483467,Kirill,Kudryavtsev,D,2004-02-05
8483468,Jiri,Kulich,C,2004-04-14
8483471,Brad,Lambert,C,2003-12-19
8483472,Maveric,Lamoureux,D,2004-01-13
8483476,Jonathan,Lekkerimäki,R,2004-07-24
8483481,Cam,Lund,C,2004-06-07
8483482,Tristan,Luneau,D,2004-01-12
8483485,Denton,Mateychuk,D,2004-07-12
8483487,Rutger,McGroarty,R,2004-03-30
8483489,Fraser,Minten,C,2004-07-05
8483490,Pavel,Mintyukov,D,2003-11-25
8483491,Ivan,Miroshnichenko,L,2004-02-04
8483493,Frank,Nazar,C,2004-01-14
8483495,Simon,Nemec,D,2004-02-15
8483497,Jani,Nyman,R,2004-07-30
8483499,Liam,Ohgren,L,2004-01-28
8483500,Noah,Ostlund,C,2004-03-11
8483503,Owen,Pickering,D,2004-01-27
8483505,Matthew,Poitras,C,2004-03-10
8483506,Sam,Rinzel,D,2004-06-25
8483510,Elias,Salomonsson,D,2004-08-31
8483512,Matt,Savoie,C,2004-01-01
8483513,Reid,Schaefer,L,2003-09-21
8483515,Juraj,Slafkovský,L,2004-03-30
8483516,Jimmy,Snuggerud,R,2004-06-01
8483524,Shane,Wright,C,2004-01-05
8483525,Danila,Yurov,R,2003-12-22
8483526,Danil,Zhilkin,C,2003-12-19
8483530,Jaxson,Stauber,G,1999-04-27
8483531,Brian,Halonen,L,1999-01-11
8483532,Clay,Stevenson,G,1999-03-03
8483538,Owen,Sillinger,C,1997-09-23
8483546,Marshall,Rifai,D,1998-03-16
8483548,Brandon,Bussi,G,1998-06-25
8483549,Lucas,Condotta,L,1997-11-06
8483553,Marc,Gatcomb,C,1999-07-22
8483565,Nick,Blankenburg,D,1998-05-12
8483567,Georgii,Merkulov,C,2000-10-10
8483569,Wyatt,Aamodt,D,1997-11-22
8483570,Ben,Meyers,C,1998-11-15
8483573,Ethen,Frank,R,1998-02-05
8483575,Matt,Murray,G,1998-02-02
8483597,Milos,Kelemen,L,1999-07-06
8483609,Adam,Klapka,R,2000-09-14
8483619,Filip,Roos,D,1999-01-05
8483620,Marcus,Bjork,D,1997-11-24
8483630,Pavol,Regenda,L,1999-12-07
8483641,Anton,Levtchi,L,1995-11-28
8483668,Nikke,Kokko,G,2004-03-14
8483669,Adam,Sykora,L,2004-09-07
8483675,Kenny,Connors,C,2003-03-10
8483676,Stephen,Halliday,C,2002-07-02
8483678,Elias,Pettersson,D,2004-02-16
8483686,Adam,Engstrom,D,2003-11-17
8483687,Marek,Alscher,D,2004-04-07
8483690,Noah,Laba,C,2003-08-04
8483696,Cole,O'Hara,R,2002-06-20
8483699,Angus,Booth,D,2004-04-27
8483703,Sergei,Murashov,G,2004-04-01
8483709,Abram,Wiebe,D,2003-08-28
8483710,Dennis,Hildeby,G,2001-08-19
8483712,Ludvig,Jansson,D,2003-12-27
8483728,Jared,Davidson,C,2002-07-07
8483731,Alex,Bump,L,2003-11-20
8483733,Nikita,Grebenkin,R,2003-05-02
8483746,Vyacheslav,Buteyets,G,2002-05-29
8483752,Dominic,James,C,2002-07-03
8483756,Jared,Wright,R,2002-11-22
8483760,Hunter,McDonald,D,2002-05-11
8483763,Maksymilian,Szuber,D,2002-08-25
8483766,David,Spacek,D,2003-02-18
8483768,Victor,Mancini,D,2002-05-26
8483771,Sandis,Vilmanis,L,2004-01-23
8483808,Andrei,Kuzmenko,L,1996-02-04
8483841,Xavier,Parent,C,2001-03-23
8483890,Braeden,Bowman,R,2003-06-26
8483920,Pierrick,Dube,R,2001-01-07
8483930,Ivan,Ivan,C,2002-08-20
8484125,Hunter,McKown,C,2002-08-18
8484135,Parker,Ford,C,2000-07-20
8484136,Max,Sasson,C,2000-09-05
8484142,Denver,Barkey,C,2005-04-27
8484144,Connor,Bedard,C,2005-07-17
8484145,Zach,Benson,L,2005-05-12
8484148,Oliver,Bonk,D,2005-01-09
8484149,Gavin,Brindley,C,2004-10-05
8484150,Hunter,Brzustewicz,D,2004-11-29
8484152,Luca,Cagnoni,D,2004-12-21
8484153,Leo,Carlsson,C,2004-12-26
8484158,Easton,Cowan,R,2005-05-20
8484160,Nate,Danielson,C,2004-09-27
8484164,Dalibor,Dvorsky,R,2005-06-15
8484166,Adam,Fantilli,C,2004-10-12
8484168,Oscar,Fisker Molgaard,C,2005-02-18
8484169,Drew,Fortescue,D,2005-04-28
8484170,Jacob,Fowler,G,2004-11-24
8484177,Lenni,Hameenaho,R,2004-11-07
8484180,Samuel,Honzek,L,2004-11-12
8484185,Nick,Lardis,L,2005-07-08
8484186,Ryan,Leonard,R,2005-01-21
8484188,Theo,Lindstein,D,2005-01-05
8484197,Oliver,Moore,C,2005-01-22
8484203,Bradly,Nadeau,L,2005-05-05
8484210,Gabe,Perreault,R,2005-05-07
8484214,Luca,Pinelli,C,2005-04-05
8484220,David,Reinbacher,D,2004-10-25
8484221,Calum,Ritchie,C,2005-01-21
8484223,Axel,Sandin-Pellikka,D,2005-03-11
8484227,Will,Smith,C,2005-03-17
8484230,Otto,Stenberg,C,2005-05-29
8484234,Aydar,Suniev,L,2004-11-16
8484240,Tom,Willander,D,2005-02-09
8484241,Matthew,Wood,R,2005-02-06
8484242,Brayden,Yager,C,2005-01-03
8484254,Akito,Hirose,D,1999-04-09
8484255,Jason,Polin,R,1999-06-17
8484256,Jake,Livingstone,D,1999-04-16
8484258,Sam,Malinski,D,1998-07-27
8484259,Ondrej,Pavel,C,2000-08-29
8484262,Travis,Mitchell,D,1999-11-25
8484268,Nikita,Tolopilo,G,2000-04-06
8484287,Cole,McWard,D,2001-06-09
8484293,Yaniv,Perets,G,2000-03-04
8484304,Uvis,Balinskis,D,1996-08-01
8484305,Zach,Metsa,D,1998-10-19
8484312,Georgi,Romanov,G,1999-12-15
8484314,Jiri,Smejkal,L,1996-11-05
8484321,Nikolas,Matinpalo,D,1998-10-05
8484325,Waltteri,Merela,C,1998-07-06
8484326,Patrik,Koch,D,1996-12-08
8484380,Wilmer,Skoog,C,1999-07-17
8484386,Dmitri,Simashev,D,2005-02-04
8484387,Matvei,Michkov,R,2004-12-09
8484388,Daniil,But,L,2005-02-15
8484392,Felix,Unger Sorum,R,2005-09-14
8484403,Florian,Xhekaj,L,2004-06-27
8484406,Ty,Mueller,C,2003-02-26
8484428,Charles Alexis,Legault,D,2003-09-05
8484471,Emmitt,Finnie,C,2005-06-27
8484509,Josh,Samanski,C,2002-03-22
8484529,Connor,Clattenburg,C,2005-05-02
8484759,Carter,Yakemchuk,D,2005-09-29
8484762,Beckett,Sennecke,R,2006-01-28
8484768,Zayne,Parekh,D,2006-02-15
8484779,Jett,Luchanko,C,2006-08-21
8484783,Artyom,Levshunov,D,2005-10-28
8484793,Sacha,Boisvert,C,2006-03-17
8484794,Michael,Brandsegg-Nygård,R,2005-10-05
8484797,Konsta,Helenius,C,2006-05-11
8484798,Zeev,Buium,D,2005-12-07
8484800,Berkly,Catton,C,2006-01-14
8484801,Macklin,Celebrini,C,2006-06-13
8484806,Sam,Dickinson,D,2006-06-07
8484821,Sam,Morton,C,1999-07-28
8484829,Justin,Hryckowian,C,2001-02-23
8484839,Harrison,Brunicke,D,2006-05-08
8484860,Matvei,Gridin,R,2006-03-01
8484873,Cole,Hutson,D,2006-06-28
8484901,Jacob,Quillan,C,2002-02-02
8484910,Victor,Ostman,G,2000-10-03
8484911,Collin,Graf,R,2002-09-21
8484929,Juha,Jaaska,L,1998-02-09
8484933,Mikulas,Hovorka,D,2001-07-01
8484938,Arttu,Hyry,R,2001-04-06
8484958,Maxim,Tsyplakov,R,1998-09-19
8484976,Jere,Innala,L,1998-03-17
8484984,Ivan,Demidov,R,2005-12-10
8484994,Igor,Chernyshov,L,2005-11-30
8484999,Ilya,Protas,L,2006-07-18
8485105,Nikita,Prishchepov,C,2004-02-20
8485251,Kai,Uchacz,C,2003-06-24
8485366,Matthew,Schaefer,D,2007-09-05
8485385,Braeden,Cootes,C,2007-02-09
8485388,Victor,Eklund,R,2006-10-03
8485391,Anton,Frondell,C,2007-05-07
8485395,James,Hagens,C,2006-11-03
8485402,Michael,Misa,C,2007-02-16
8485405,Brady,Martin,C,2007-03-16
8485406,Porter,Martone,R,2006-10-26
8485414,Ben,Kindel,C,2007-04-19
8485467,Luke,Haymes,C,2003-07-28
8485469,Jack,Williams,R,2002-03-02
8485483,Karsen,Dorwart,L,2002-09-17
8485493,David,Tomasek,R,1996-02-10
8485511,Quinn,Hutson,R,2002-01-01
8485512,Tim,Washe,C,2001-08-25
8485702,Max,Shabanov,R,2000-10-07
8486056,Tyson,Gross,C,2002-09-23
8486166,Viking,Gustafsson Nyberg,D,2003-09-21
8486169,Jake,Livanavage,D,2004-05-06
